Date,Open,High,Low,Close,Volume
2021-02-22,204.28,206.62,202.58,204.85,32409501
2021-02-23,204.64,209.88,202.76,208.48,35082134
2021-02-24,208.32,209.42,203.38,203.87,11279880
2021-02-25,204.0,204.5,199.83,202.19,42474720
2021-02-26,202.83,207.78,200.4,203.22,26054588
2021-03-01,203.52,210.96,203.51,210.72,41668091
2021-03-02,209.75,213.81,203.98,207.56,17078343
2021-03-03,207.69,209.14,202.25,203.17,33612800
2021-03-04,203.21,204.2,195.98,200.93,44881518
2021-03-05,201.1,205.96,201.05,204.91,5937124
2021-03-08,205.47,205.79,203.83,203.99,35366577
2021-03-09,203.54,209.72,201.87,209.51,29609962
2021-03-10,209.97,210.29,200.98,201.85,17990971
2021-03-11,201.18,207.23,200.15,206.49,42312522
2021-03-12,206.52,211.13,202.78,210.85,35674440
2021-03-15,211.02,212.03,202.38,205.0,21019491
2021-03-16,205.93,207.57,205.59,205.67,11764507
2021-03-17,205.38,214.27,199.75,210.77,19087941
2021-03-18,210.06,211.58,210.02,211.19,30144360
2021-03-19,211.48,215.55,210.56,215.49,36910390
2021-03-22,215.21,227.63,212.01,226.02,9842017
2021-03-23,226.73,228.2,224.33,227.31,24033001
2021-03-24,226.99,227.86,223.68,226.08,43298979
2021-03-25,225.69,227.17,221.39,222.67,49585982
2021-03-26,223.22,227.91,221.07,225.62,29528763
2021-03-29,225.66,227.15,222.98,224.78,39728859
2021-03-30,225.23,228.56,222.21,224.02,17218323
2021-03-31,223.38,223.71,221.65,223.59,30244174
2021-04-01,224.33,226.63,222.55,226.56,32213460
2021-04-02,226.3,227.3,219.11,221.83,33484512
2021-04-05,222.19,224.16,211.99,215.19,20217676
2021-04-06,214.75,217.01,205.0,205.0,24832415
2021-04-07,204.37,210.28,204.21,210.02,17355911
2021-04-08,209.91,212.24,206.06,210.37,46252798
2021-04-09,210.44,219.17,209.25,216.87,31343357
2021-04-12,217.55,217.71,215.15,216.87,36289336
2021-04-13,217.02,219.0,213.11,213.72,35361548
2021-04-14,214.02,216.09,211.02,215.81,39329998
2021-04-15,216.1,218.47,213.16,215.53,5711870
2021-04-16,216.87,219.03,209.21,210.23,28788862
2021-04-19,209.89,211.34,206.07,206.58,8970203
2021-04-20,207.1,214.1,206.02,214.05,6505751
2021-04-21,213.99,217.52,213.29,215.62,46096987
2021-04-22,215.73,218.39,214.7,217.47,5266258
2021-04-23,217.23,219.1,215.64,216.31,42807998
2021-04-26,216.81,217.3,213.05,213.39,26205642
2021-04-27,212.85,218.9,209.47,217.27,23295121
2021-04-28,216.7,219.55,215.8,216.86,6662142
2021-04-29,216.77,217.56,209.95,213.64,6185686
2021-04-30,213.14,216.16,211.52,213.11,47138164
2021-05-03,213.41,213.84,208.12,209.32,23082698
2021-05-04,209.71,210.95,209.58,210.16,24586109
2021-05-05,209.85,215.7,208.26,215.01,13026110
2021-05-06,215.34,217.16,209.67,211.48,28280625
2021-05-07,211.2,219.64,208.53,217.66,21206514
2021-05-10,217.64,219.5,213.81,214.81,13139060
2021-05-11,214.82,218.96,213.33,215.52,41855804
2021-05-12,216.32,216.34,211.94,211.98,36481845
2021-05-13,211.98,213.1,210.45,211.09,13761289
2021-05-14,210.7,212.34,208.64,211.33,27663433
2021-05-17,210.94,212.12,208.98,209.54,18324121
2021-05-18,210.04,210.11,206.34,206.66,12137241
2021-05-19,205.97,206.37,201.94,203.91,35396766
2021-05-20,203.72,205.88,197.5,200.63,23897044
2021-05-21,200.48,201.47,192.86,194.47,26775469
2021-05-24,193.52,193.72,191.85,193.49,8125676
2021-05-25,193.31,196.39,191.95,195.09,29084282
2021-05-26,195.48,199.49,194.32,198.7,40804252
2021-05-27,198.79,204.39,198.01,201.33,26504713
2021-05-28,200.97,212.46,198.92,211.52,22458156
2021-05-31,211.81,215.16,209.35,212.91,13705459
2021-06-01,213.13,213.65,210.62,211.02,34031020
2021-06-02,211.87,222.74,210.72,219.11,25520169
2021-06-03,218.79,220.15,212.6,214.61,20824453
2021-06-04,214.45,223.08,212.99,218.85,20761931
2021-06-07,218.87,222.21,213.36,214.76,18852298
2021-06-08,214.7,222.11,213.1,216.32,19663916
2021-06-09,216.36,216.9,205.95,208.02,6184936
2021-06-10,207.97,211.98,207.36,211.83,49506162
2021-06-11,211.54,213.15,208.74,211.21,34994276
2021-06-14,210.53,212.21,204.66,207.2,43100939
2021-06-15,206.97,214.5,205.59,214.32,29788190
2021-06-16,213.72,218.82,208.85,217.66,40194667
2021-06-17,217.21,218.62,213.92,217.91,17480840
2021-06-18,217.67,217.93,213.31,214.73,17843088
2021-06-21,214.94,215.07,214.15,214.58,49925131
2021-06-22,214.95,215.27,212.91,213.92,20467904
2021-06-23,213.48,218.58,213.17,217.09,30886666
2021-06-24,217.22,221.5,215.52,220.63,29222406
2021-06-25,220.98,221.9,217.73,217.74,40332922
2021-06-28,217.72,220.05,215.27,215.41,46779902
2021-06-29,214.69,216.22,210.32,213.17,15125382
2021-06-30,212.24,212.73,206.33,207.54,47377459
2021-07-01,207.86,208.13,205.11,205.14,11588054
2021-07-02,205.5,209.33,203.52,204.8,43267653
2021-07-05,204.9,208.46,202.77,207.69,38018433
2021-07-06,207.24,215.07,207.18,213.29,5501409
2021-07-07,213.9,215.6,208.44,209.91,18973444
2021-07-08,210.41,214.76,209.14,212.28,10703379
2021-07-09,212.25,213.97,208.45,210.44,15455666
2021-07-12,210.34,221.71,210.29,219.4,48491908
2021-07-13,218.54,219.74,217.24,219.23,49844968
2021-07-14,219.55,221.63,219.05,221.49,35757736
2021-07-15,220.77,224.2,214.35,217.43,29085890
2021-07-16,217.71,218.39,212.59,213.97,11058144
2021-07-19,214.27,215.03,213.36,214.88,24437371
2021-07-20,214.91,215.06,213.23,213.28,12290615
2021-07-21,213.94,216.24,213.75,214.83,7633628
2021-07-22,214.68,215.07,206.93,208.27,7304663
2021-07-23,208.5,214.75,208.12,211.09,33862796
2021-07-26,211.41,211.89,202.94,207.37,38636551
2021-07-27,207.46,215.12,207.28,214.68,29496844
2021-07-28,214.49,214.71,212.31,213.48,7237642
2021-07-29,214.0,220.78,212.33,218.26,10625598
2021-07-30,218.44,221.15,210.03,212.3,34031124
2021-08-02,212.21,216.54,211.76,214.17,33188407
2021-08-03,214.09,218.0,210.26,210.45,14398677
2021-08-04,210.49,211.34,207.44,208.45,33156725
2021-08-05,209.39,209.7,207.57,208.59,42452491
2021-08-06,208.63,213.85,207.08,207.31,39140673
2021-08-09,207.21,209.51,204.45,208.45,13171557
2021-08-10,208.0,212.98,204.48,211.64,32523544
2021-08-11,211.11,215.97,210.05,214.46,20416143
2021-08-12,213.64,214.47,213.07,214.13,18242945
2021-08-13,214.22,215.58,206.32,208.41,26272647
2021-08-16,208.41,209.45,204.31,205.13,40547714
2021-08-17,204.69,205.72,201.55,204.36,29644080
2021-08-18,203.75,206.08,195.2,195.91,12544306
2021-08-19,195.77,199.87,192.52,198.92,45711108
2021-08-20,198.7,199.24,197.51,198.01,48553419
2021-08-23,197.47,198.82,195.48,197.06,6714418
2021-08-24,197.16,205.08,195.94,200.87,39345839
2021-08-25,200.92,204.5,200.28,203.61,22795262
2021-08-26,203.58,205.01,201.59,204.56,19299266
2021-08-27,204.86,209.23,199.65,200.54,48988760
2021-08-30,200.27,203.35,200.07,201.83,48396695
2021-08-31,202.37,205.07,202.28,203.27,7536818
2021-09-01,202.85,204.42,199.18,199.75,45507924
2021-09-02,199.94,206.74,199.18,204.0,38202845
2021-09-03,204.25,208.61,204.2,206.12,7720214
2021-09-06,206.0,208.4,196.6,198.2,15199104
2021-09-07,198.33,198.74,197.14,198.72,23024972
2021-09-08,198.2,201.57,193.02,193.8,25222152
2021-09-09,193.2,199.71,190.6,198.29,7694634
2021-09-10,198.2,201.94,196.45,201.56,6984723
2021-09-13,201.25,203.19,196.56,197.2,5713325
2021-09-14,197.42,200.93,193.04,193.78,26086588
2021-09-15,193.78,194.61,193.08,194.21,44653182
2021-09-16,194.44,195.34,190.01,193.33,30778526
2021-09-17,193.44,202.82,193.33,199.35,48477736
2021-09-20,199.42,204.15,198.87,202.37,40952051
2021-09-21,202.4,205.09,198.42,201.27,33481626
2021-09-22,201.11,204.04,200.16,203.65,5889955
2021-09-23,203.45,206.03,194.53,195.58,36697123
2021-09-24,196.36,198.37,196.08,196.83,14193343
2021-09-27,196.13,203.67,195.66,200.31,32877762
2021-09-28,200.23,200.38,198.48,199.64,9540139
2021-09-29,200.03,200.13,195.27,196.86,34040396
2021-09-30,197.01,201.71,196.91,199.14,26983613
2021-10-01,199.69,207.99,198.07,207.14,30964166
2021-10-04,207.35,208.18,202.86,208.03,14406342
2021-10-05,207.49,209.21,199.37,203.46,23145648
2021-10-06,203.31,210.4,202.25,209.47,19906573
2021-10-07,208.87,212.14,201.75,201.79,19621303
2021-10-08,202.17,206.33,200.65,203.87,45658123
2021-10-11,204.44,208.36,199.54,201.55,6545693
2021-10-12,201.36,205.44,200.62,205.38,32125744
2021-10-13,205.59,207.94,198.66,201.96,16161516
2021-10-14,201.78,208.95,200.31,207.42,26708170
2021-10-15,206.81,210.69,205.98,208.71,15305342
2021-10-18,208.51,212.22,201.59,201.67,29139311
2021-10-19,201.01,205.77,192.31,193.9,32014592
2021-10-20,193.66,195.88,191.8,192.72,12713249
2021-10-21,192.78,197.98,190.0,197.81,41268842
2021-10-22,198.08,199.9,197.28,198.35,48716728
2021-10-25,198.85,200.38,196.64,198.66,40219667
2021-10-26,198.51,199.74,196.98,197.76,29072951
2021-10-27,197.84,201.98,197.19,200.74,27233934
2021-10-28,200.89,203.08,197.79,202.3,13819405
2021-10-29,202.51,204.36,202.5,203.48,33322111
2021-11-01,202.3,203.94,198.78,199.55,11555303
2021-11-02,199.22,205.19,196.93,204.39,6499016
2021-11-03,204.7,212.88,201.89,210.08,33233251
2021-11-04,209.59,210.38,204.11,204.73,8945672
2021-11-05,204.81,220.42,204.21,214.41,31910110
2021-11-08,214.75,220.52,211.14,217.58,43933450
2021-11-09,216.73,217.76,214.84,215.51,8480977
2021-11-10,215.4,217.02,205.52,207.49,25244516
2021-11-11,207.57,212.43,207.06,210.28,25354972
2021-11-12,210.26,213.6,209.76,212.68,26719915
2021-11-15,212.01,213.9,209.23,210.2,18644556
2021-11-16,210.33,210.89,201.53,202.85,21000044
2021-11-17,202.6,207.77,201.35,207.51,15425424
2021-11-18,207.82,209.93,204.2,205.12,37532300
2021-11-19,205.27,206.3,200.75,203.23,43730833
2021-11-22,202.99,216.91,201.94,215.18,15401943
2021-11-23,215.23,225.99,213.36,224.58,17571367
2021-11-24,224.24,230.24,221.85,228.95,30410412
2021-11-25,228.6,230.85,224.97,226.92,20233626
2021-11-26,226.17,230.57,225.58,229.93,27243756
2021-11-29,229.79,230.41,216.81,219.72,19395000
2021-11-30,220.04,220.44,217.79,220.23,25243455
2021-12-01,220.25,222.5,215.06,216.95,18967803
2021-12-02,216.91,217.66,210.36,211.49,18310966
2021-12-03,211.19,213.39,203.97,204.94,6406165
2021-12-06,204.69,207.57,203.9,207.15,14645097
2021-12-07,207.42,208.84,204.82,207.56,45513562
2021-12-08,206.9,210.17,206.86,208.26,10947295
2021-12-09,209.09,213.06,206.51,211.84,5218160
2021-12-10,211.78,213.35,206.95,208.33,42700966
2021-12-13,209.2,209.86,202.05,203.29,21224027
2021-12-14,203.73,209.48,194.94,196.23,8505471
2021-12-15,196.03,202.38,193.93,194.96,15393336
2021-12-16,195.21,200.34,195.11,197.98,15431541
2021-12-17,198.05,198.31,196.39,197.43,26940005
2021-12-20,197.58,200.04,197.56,200.02,21063957
2021-12-21,200.3,200.74,193.06,195.39,48060821
2021-12-22,195.14,195.98,191.03,193.61,5260265
2021-12-23,193.33,197.95,190.54,190.7,43152992
2021-12-24,190.5,191.21,183.77,186.04,40373482
2021-12-27,185.49,193.58,185.21,193.12,43769700
2021-12-28,192.98,198.15,190.4,196.48,24785455
2021-12-29,196.53,197.39,191.38,193.55,20456100
2021-12-30,193.6,193.83,188.4,190.64,20210807
2021-12-31,190.68,191.11,188.35,190.46,42705632
2022-01-03,190.27,192.67,184.15,185.09,19805578
2022-01-04,185.34,188.83,184.82,186.74,29595900
2022-01-05,185.93,187.78,180.04,182.01,29503153
2022-01-06,181.82,186.08,180.22,180.7,29983929
2022-01-07,180.54,182.49,175.52,177.07,25731249
2022-01-10,177.34,178.74,173.67,175.42,49240080
2022-01-11,175.6,176.27,168.79,170.84,12308590
2022-01-12,171.07,171.88,162.26,165.58,42169823
2022-01-13,165.54,167.56,161.19,162.45,25327869
2022-01-14,162.71,164.39,159.3,160.28,20493073
2022-01-17,159.92,163.32,157.04,159.37,18161291
2022-01-18,159.35,159.94,155.81,159.63,32431797
2022-01-19,158.91,165.97,154.34,164.61,32835331
2022-01-20,165.13,168.42,161.2,167.34,10350135
2022-01-21,167.82,171.32,165.86,166.53,36075834
2022-01-24,166.28,170.44,164.54,169.0,31031571
2022-01-25,168.66,168.99,163.56,166.72,9971440
2022-01-26,165.97,171.93,163.04,171.65,28983177
2022-01-27,171.07,175.16,170.8,173.58,5404135
2022-01-28,173.57,173.63,165.76,168.97,26920829
2022-01-31,168.87,171.76,167.26,171.58,18345945
2022-02-01,171.02,177.44,167.31,174.44,48141773
2022-02-02,174.21,174.7,164.85,165.35,44464175
2022-02-03,165.08,167.16,161.15,162.93,12557557
2022-02-04,163.03,163.45,158.94,161.42,5546838
2022-02-07,161.6,161.86,154.61,155.35,8323937
2022-02-08,155.23,156.36,152.09,152.1,37853262
2022-02-09,152.09,154.82,149.06,149.27,5115673
2022-02-10,149.22,151.05,143.74,150.82,49035892
2022-02-11,150.14,153.97,149.64,151.76,16733452
2022-02-14,151.77,161.74,148.96,159.97,6472118
2022-02-15,159.91,160.19,157.47,158.75,23883462
2022-02-16,158.94,164.06,157.8,162.49,9953297
2022-02-17,161.84,165.98,161.18,162.78,29006681
2022-02-18,162.98,165.45,159.73,163.69,39874547
2022-02-21,163.44,163.82,159.12,159.97,27965518
2022-02-22,160.01,160.27,152.84,154.0,34816321
2022-02-23,154.33,154.46,151.38,151.69,49164938
2022-02-24,151.2,155.48,150.15,154.05,13489368
2022-02-25,153.6,161.59,152.72,159.04,48707902
2022-02-28,159.31,162.94,156.59,161.0,26049284
2022-03-01,160.59,162.75,160.25,162.65,19145545
2022-03-02,162.29,164.43,159.5,159.97,49747333
2022-03-03,160.12,167.94,158.17,164.99,45271045
2022-03-04,164.88,171.63,164.79,169.52,6442901
2022-03-07,169.74,172.93,166.38,167.76,29309258
2022-03-08,167.82,168.61,167.49,167.64,35948736
2022-03-09,167.59,169.83,162.93,164.37,22811404
2022-03-10,164.65,171.77,162.93,169.3,33181882
2022-03-11,169.99,172.64,166.23,170.71,16132142
2022-03-14,170.63,173.03,169.43,170.42,40781399
2022-03-15,170.88,172.45,170.83,171.85,38703160
2022-03-16,172.19,175.65,172.12,173.4,20982868
2022-03-17,173.39,173.6,171.27,172.02,10636949
2022-03-18,172.13,172.88,167.52,167.83,7854021
2022-03-21,167.47,168.34,159.94,163.61,39435968
2022-03-22,163.36,165.0,157.51,158.05,16628156
2022-03-23,158.1,159.8,157.87,159.55,19510820
2022-03-24,159.49,167.26,157.75,166.82,17596707
2022-03-25,167.21,169.03,160.93,161.28,49484121
2022-03-28,160.82,162.64,159.97,161.76,43094229
2022-03-29,161.62,164.59,161.27,163.13,42782153
2022-03-30,162.87,164.14,159.44,159.98,37304058
2022-03-31,159.88,162.56,159.4,160.66,5199207
2022-04-01,160.99,161.82,157.07,157.21,7462204
2022-04-04,156.79,162.21,156.43,161.06,34750099
2022-04-05,161.29,162.67,159.18,159.19,41646333
2022-04-06,158.96,161.41,157.13,159.54,40353523
2022-04-07,159.4,163.63,159.04,161.77,33601702
2022-04-08,162.05,162.54,159.15,160.42,46314887
2022-04-11,160.29,160.75,152.16,154.81,17469489
2022-04-12,154.97,156.28,153.05,153.2,34624393
2022-04-13,153.2,155.81,150.83,155.59,8433519
2022-04-14,155.49,156.91,153.67,155.36,31537843
2022-04-15,155.2,157.95,154.36,156.1,28224648
2022-04-18,155.52,157.21,150.19,152.8,45508499
2022-04-19,152.53,154.2,150.62,153.27,8487116
2022-04-20,153.28,157.48,153.17,155.55,22787485
2022-04-21,155.57,157.78,154.62,155.69,5348888
2022-04-22,155.19,164.91,154.21,161.78,23514371
2022-04-25,162.06,164.61,160.8,161.14,12833171
2022-04-26,161.28,162.35,156.28,157.85,42184819
2022-04-27,157.4,158.68,151.68,152.85,18261674
2022-04-28,152.5,159.33,150.94,156.45,18966862
2022-04-29,156.57,158.18,154.69,156.3,12058650
2022-05-02,155.71,160.21,155.37,159.52,42078696
2022-05-03,159.25,162.94,156.39,161.02,8085627
2022-05-04,160.96,166.5,160.74,166.37,40543374
2022-05-05,166.29,171.65,165.18,170.67,36188910
2022-05-06,170.61,170.97,167.78,169.42,42621987
2022-05-09,169.52,170.68,167.93,170.39,31927584
2022-05-10,170.08,175.62,170.07,174.16,20847535
2022-05-11,173.95,176.42,169.83,169.94,7242291
2022-05-12,170.6,175.64,169.02,174.98,8833936
2022-05-13,174.45,182.23,170.93,179.31,22052729
2022-05-16,179.11,184.01,178.94,182.91,22570261
2022-05-17,182.91,184.47,179.69,182.21,27547250
2022-05-18,181.93,185.76,181.82,183.35,22351797
2022-05-19,183.76,186.68,176.2,179.34,40699610
2022-05-20,179.32,182.11,175.44,179.58,42270088
2022-05-23,179.81,181.41,176.51,177.52,26857231
2022-05-24,176.55,179.45,173.94,177.86,21624593
2022-05-25,178.25,178.77,175.27,176.15,45125932
2022-05-26,176.51,178.78,176.46,177.18,42147301
2022-05-27,176.88,181.53,176.35,181.45,43902648
2022-05-30,181.89,182.54,176.37,176.79,39885660
2022-05-31,176.85,183.73,175.2,180.13,30870133
2022-06-01,180.43,181.34,172.81,173.13,47696072
2022-06-02,173.73,175.82,164.31,165.84,42641762
2022-06-03,165.84,166.28,163.42,165.48,47948975
2022-06-06,165.11,168.34,164.45,165.54,37673674
2022-06-07,165.5,167.59,164.65,167.04,26631929
2022-06-08,166.58,167.96,160.91,161.66,14942518
2022-06-09,161.37,164.78,157.53,161.5,28544286
2022-06-10,161.22,162.91,160.09,161.94,6514182
2022-06-13,161.68,166.71,159.66,166.09,30714953
2022-06-14,166.45,167.56,163.85,165.78,9217129
2022-06-15,166.03,167.59,164.65,167.58,38361750
2022-06-16,167.24,168.14,161.63,164.36,34496396
2022-06-17,164.71,166.91,161.93,163.78,30234190
2022-06-20,163.2,163.44,160.89,162.36,11007519
2022-06-21,162.12,164.92,160.55,164.69,47172294
2022-06-22,164.62,166.35,160.62,161.5,27304332
2022-06-23,161.86,162.82,158.22,158.86,14285573
2022-06-24,159.07,162.79,157.71,160.73,28754645
2022-06-27,160.85,167.28,158.19,166.62,14113568
2022-06-28,167.03,169.83,164.11,167.94,24233701
2022-06-29,168.15,169.3,167.27,168.99,46864826
2022-06-30,169.43,170.39,166.54,167.86,48186332
2022-07-01,167.57,173.11,166.1,171.59,39618315
2022-07-04,170.98,173.71,170.31,173.49,43835672
2022-07-05,173.32,181.52,171.48,179.64,29652713
2022-07-06,179.92,186.03,178.55,180.87,18609050
2022-07-07,180.94,183.59,175.8,177.51,29952382
2022-07-08,177.8,181.54,174.78,175.53,9378757
2022-07-11,175.76,175.77,171.08,172.13,12107843
2022-07-12,172.29,174.15,165.26,167.91,20302533
2022-07-13,168.17,172.52,165.81,172.25,17928141
2022-07-14,171.98,175.19,171.9,175.08,14213379
2022-07-15,175.44,177.29,170.27,170.83,31884942
2022-07-18,170.47,177.71,168.21,177.07,26621071
2022-07-19,177.0,178.71,176.48,177.97,34021078
2022-07-20,177.44,178.31,171.5,174.63,12191339
2022-07-21,174.78,178.84,174.71,176.02,25009651
2022-07-22,175.45,175.97,174.9,175.81,24470626
2022-07-25,176.28,176.86,172.86,173.15,48638702
2022-07-26,172.66,173.02,164.61,166.58,20183188
2022-07-27,166.65,167.93,165.32,166.74,20536405
2022-07-28,166.67,170.37,166.6,167.75,23968095
2022-07-29,167.43,167.59,158.2,159.35,25654051
2022-08-01,159.73,161.61,159.1,161.16,28297122
2022-08-02,161.0,163.62,159.81,163.19,34939708
2022-08-03,163.65,166.89,159.32,161.7,49227635
2022-08-04,161.35,162.66,160.98,162.1,32006517
2022-08-05,161.82,162.33,160.89,161.22,12503206
2022-08-08,160.56,161.14,157.07,158.58,48998748
2022-08-09,158.73,160.59,157.07,157.47,7309816
2022-08-10,157.74,162.31,157.34,161.82,48381252
2022-08-11,161.87,164.87,157.02,157.22,21432873
2022-08-12,157.15,158.43,157.0,158.0,38592407
2022-08-15,157.69,159.83,155.42,158.62,42419552
2022-08-16,159.34,160.95,156.38,156.42,41486169
2022-08-17,156.63,157.02,153.84,155.08,26844515
2022-08-18,154.49,155.79,149.76,150.82,31067106
2022-08-19,150.71,150.79,145.53,148.31,16302659
2022-08-22,147.51,149.52,147.5,148.38,44524454
2022-08-23,148.83,150.4,146.58,149.38,23442949
2022-08-24,149.96,150.44,145.15,146.75,45738869
2022-08-25,147.16,158.81,146.37,156.03,43417335
2022-08-26,156.0,156.78,153.21,154.29,12198030
2022-08-29,154.09,155.55,153.06,154.72,28505892
2022-08-30,154.26,155.52,151.05,154.04,42210684
2022-08-31,154.18,154.57,151.24,152.84,12075360
2022-09-01,152.59,158.97,152.05,156.9,43024650
2022-09-02,156.77,158.02,153.1,155.44,44880165
2022-09-05,155.22,159.7,153.65,159.67,10580744
2022-09-06,159.56,164.63,156.76,163.39,10939155
2022-09-07,163.67,164.13,157.93,160.05,33620007
2022-09-08,160.57,165.07,159.69,163.43,46359278
2022-09-09,163.46,163.68,158.33,161.35,31038110
2022-09-12,161.34,171.7,160.93,170.46,14983863
2022-09-13,170.06,172.18,167.77,169.18,38455894
2022-09-14,168.75,169.66,165.32,166.06,39927297
2022-09-15,165.69,167.59,157.94,159.87,17418598
2022-09-16,160.13,160.27,153.02,155.81,38051970
2022-09-19,155.88,156.11,151.92,154.05,44653044
2022-09-20,154.33,155.44,150.63,151.03,49422521
2022-09-21,151.15,152.4,146.63,147.4,9727100
2022-09-22,147.26,148.73,144.76,145.39,43333168
2022-09-23,145.01,145.54,142.51,144.82,23624460
2022-09-26,144.7,150.49,144.28,149.11,45215213
2022-09-27,148.67,151.16,142.39,144.14,49933476
2022-09-28,144.71,145.71,140.92,142.59,36746713
2022-09-29,142.65,143.19,139.69,139.92,49445579
2022-09-30,139.81,140.82,135.0,135.77,43219011
2022-10-03,136.3,136.73,131.42,132.41,20020370
2022-10-04,132.29,133.05,129.62,130.05,41898988
2022-10-05,130.19,133.12,129.91,131.96,49500401
2022-10-06,131.9,133.57,131.31,131.48,20056806
2022-10-07,131.56,132.95,129.53,130.09,24287419
2022-10-10,129.99,133.28,128.69,131.72,7200224
2022-10-11,131.84,133.95,131.74,132.49,33630611
2022-10-12,132.86,133.21,128.87,131.92,37831478
2022-10-13,131.58,134.11,129.81,132.97,40199522
2022-10-14,132.36,133.38,129.77,130.81,32475684
2022-10-17,131.15,134.25,130.44,132.49,24687240
2022-10-18,132.52,135.73,131.27,133.76,10891378
2022-10-19,133.98,135.38,132.44,132.69,10113113
2022-10-20,132.6,132.93,129.34,129.52,23524201
2022-10-21,129.91,134.12,128.54,133.54,26010058
2022-10-24,134.02,134.66,132.98,133.82,29174839
2022-10-25,133.49,142.66,133.09,142.27,16766730
2022-10-26,142.45,142.99,139.87,140.45,43332998
2022-10-27,140.26,143.29,139.39,142.89,15231536
2022-10-28,142.42,143.46,141.37,141.69,23330325
2022-10-31,141.59,143.76,139.79,142.44,32103847
2022-11-01,142.58,148.28,141.88,144.86,48003896
2022-11-02,144.44,144.69,140.54,142.59,37575558
2022-11-03,142.2,144.01,141.36,142.33,21729877
2022-11-04,142.67,142.92,139.29,142.82,34954971
2022-11-07,142.81,145.15,140.98,143.17,6485464
2022-11-08,143.27,145.05,141.63,144.92,49255274
2022-11-09,144.57,150.66,142.92,147.95,39053880
2022-11-10,147.74,152.88,145.94,150.47,49823538
2022-11-11,150.49,151.64,149.54,151.29,27132280
2022-11-14,151.33,151.91,147.95,150.28,37914819
2022-11-15,150.3,151.53,145.18,146.95,9512818
2022-11-16,147.4,148.49,143.2,144.83,47993728
2022-11-17,144.86,145.08,143.2,143.34,44304762
2022-11-18,142.87,145.5,139.58,145.34,5854134
2022-11-21,145.06,145.17,142.68,144.31,32570807
2022-11-22,144.27,146.26,139.58,140.8,47247680
2022-11-23,141.14,145.08,140.83,142.6,26208186
2022-11-24,142.38,143.14,138.54,140.36,24052309
2022-11-25,140.22,140.7,136.34,138.25,18447381
2022-11-28,138.22,138.26,137.05,137.66,40070475
2022-11-29,137.43,139.87,136.74,138.99,49310783
2022-11-30,138.73,140.23,130.14,132.47,48571707
2022-12-01,132.38,133.92,128.0,129.56,8353232
2022-12-02,129.79,131.06,129.66,130.04,23891531
2022-12-05,130.14,132.08,127.94,129.12,9746241
2022-12-06,129.02,130.34,126.51,126.93,27030701
2022-12-07,127.01,127.76,123.95,125.59,37604586
2022-12-08,125.24,130.07,122.96,129.15,5079127
2022-12-09,129.38,131.23,127.3,128.0,44142126
2022-12-12,128.16,130.49,127.76,129.86,19351858
2022-12-13,129.91,133.33,129.33,131.96,25874672
2022-12-14,131.5,133.46,128.67,130.81,8533888
2022-12-15,131.31,132.63,131.27,132.0,16040690
2022-12-16,131.18,131.76,130.05,130.84,32596258
2022-12-19,130.54,130.7,127.27,129.28,11428087
2022-12-20,129.01,130.14,125.66,126.43,14063960
2022-12-21,126.57,131.32,126.09,128.68,21519542
2022-12-22,128.26,129.31,125.89,127.69,37586897
2022-12-23,127.72,128.34,126.1,126.31,27023913
2022-12-26,126.24,127.07,121.75,123.52,13921333
